trade_id,pv,delta,vega
917,581.148,-9.628,1.006
918,-1253.579,-9.988,-0.1
919,564.24,-10.0,0.0
920,678.686,11.001,-0.017
921,-438.54,10.0,-0.0
922,42.961,5.244,3.201
923,1157.55,-10.0,0.0
924,-620.688,-7.944,-7.48
925,138.183,-2.504,4.838
926,387.373,8.941,3.46
927,-44.451,1.364,-5.549
928,921.809,10.985,3.254
929,674.743,-9.197,0.652
930,-643.859,-8.199,-6.592
931,92.364,-8.43,1.445
932,0.0,0.0,0.0
933,-305.432,9.983,-0.04
934,170.412,5.389,5.96
935,664.595,-9.99,0.022
936,-344.395,-7.346,-9.177
937,18.616,-1.271,3.902
938,14.292,1.717,1.191
939,-0.647,0.092,-0.122
940,244.754,6.792,7.646
941,0.35,-0.016,0.08
942,-0.0,-0.0,-0.0
943,58.895,-0.99,3.595
944,1442.948,12.781,9.43
945,-237.158,8.523,-0.759
946,4.274,0.497,0.568
947,0.0,-0.0,0.0
948,-777.499,-9.964,-0.237
949,192.925,-3.176,6.195
950,0.0,0.0,0.0
951,-3.596,0.155,-0.952
952,743.194,9.662,6.703
953,231.69,-9.172,1.182
954,-16.104,-1.533,-1.637
955,37.121,-1.636,2.136
956,1252.762,10.0,0.0
957,-69.747,0.698,-4.226
958,208.967,5.868,5.616
959,2.441,-0.044,0.359
960,-0.182,-0.09,-0.159
961,13.687,-0.53,2.449
962,1042.682,10.0,0.0
963,-288.993,4.917,-9.507
964,0.043,0.012,0.03
965,124.614,-2.336,6.473
966,-0.0,-0.0,-0.0
967,12.111,-3.868,0.834
968,796.314,11.97,1.971
969,-417.799,10.0,-0.0
970,646.018,9.578,1.945
971,27.683,-3.101,2.751
972,-665.734,-9.973,-0.141
973,90.175,-0.958,4.671
974,4.97,0.532,0.655
975,-23.829,2.872,-2.564
976,484.923,9.599,6.5
977,34.556,-2.675,1.275
978,-210.458,-6.024,-5.424
979,553.894,-7.38,2.804
980,464.517,7.421,8.107
981,-0.001,0.0,-0.001
982,29.977,3.281,4.843
983,558.112,-9.943,0.033
984,-431.041,-10.463,-1.5
985,0.0,-0.0,0.001
986,0.0,0.0,0.0
987,-355.974,4.051,-8.01
988,808.143,10.0,0.0
989,12.956,-2.277,0.537
990,-0.0,-0.0,-0.0
991,72.16,-1.094,4.33
992,165.585,9.702,3.878
993,-9.933,0.559,-1.543
994,503.044,9.164,4.103
995,36.891,-0.958,2.567
996,-314.629,-9.433,-0.923
997,0.926,-0.061,0.387
998,324.505,7.596,4.566
999,-228.625,9.974,-0.043
1000,0.0,0.0,0.0
1001,0.0,-0.0,0.0
1002,-75.741,-6.263,-1.803
1003,741.343,-4.929,6.438
1004,346.925,6.481,9.816
1005,-483.093,7.643,-2.707
1006,0.73,0.175,0.121
1007,18.655,-2.09,2.265
1008,-54.094,-3.837,-4.182
1009,1.668,-0.058,0.324
1010,119.6,6.44,4.052
1011,-231.586,6.303,-1.424
1012,691.651,10.0,0.001
1013,0.001,-0.001,0.002
1014,-182.71,-7.675,-4.264
1015,224.183,-9.907,0.042
1016,854.542,10.967,0.426
1017,-319.841,9.994,-0.003
1018,265.471,9.976,0.081
1019,164.853,-3.262,7.862
1020,-12.624,-2.357,-2.428
1021,286.84,-9.511,0.632
1022,1.024,0.416,0.542
1023,-11.734,0.278,-1.38
1024,0.0,0.047,0.193
1025,4.789,-0.188,0.724
1026,-0.0,-0.0,-0.0
1027,303.006,-7.047,2.651
1028,5.068,0.927,1.206
1029,-1054.063,9.862,-0.155
1030,104.832,7.482,4.119
1031,264.471,-3.694,6.919
1032,-82.427,-3.864,-3.943
1033,299.624,-9.587,0.687
1034,451.849,6.734,8.442
1035,-0.142,0.008,-0.069
1036,840.315,9.397,3.455
1037,15.935,-1.269,2.423
1038,-10.341,-1.212,-1.257
1039,607.618,-10.0,0.0
1040,1206.453,11.175,3.485
1041,-16.632,1.049,-4.941
1042,842.538,10.0,0.0
1043,419.163,-6.417,1.827
1044,-0.009,-0.003,-0.008
1045,2.283,-0.475,0.225
1046,78.458,5.518,3.828
1047,-818.795,10.0,-0.0
1048,0.0,0.0,0.0
1049,1202.809,-10.0,0.0
1050,-287.556,-7.99,-5.209
1051,430.473,-10.0,0.0
1052,646.36,9.95,0.161
1053,-1156.33,10.0,-0.0
1054,228.77,6.584,6.884
1055,293.092,-2.601,9.09
1056,-279.156,-8.459,-4.875
1057,261.862,-7.28,2.188
1058,20.01,1.45,1.828
1059,-17.588,0.683,-2.174
1060,1167.104,10.0,0.0
1061,222.165,-4.588,7.01
1062,-158.918,-8.588,-1.218
1063,0.0,-0.0,0.0
1064,569.934,11.357,1.006
1065,-134.315,2.097,-3.924
1066,435.543,9.997,0.014
1067,112.914,-4.114,3.379
1068,-1269.132,-9.937,-0.543
1069,363.52,-9.442,0.413
1070,380.199,9.999,0.004
1071,-0.0,-0.0,-0.0
1072,1106.125,10.988,5.244
1073,186.079,-2.186,6.572
1074,-139.105,-10.0,-0.0
1075,96.483,-1.855,4.235
1076,48.829,6.305,2.269
1077,-117.755,4.098,-6.321
1078,483.516,7.873,6.48
1079,3.756,-0.276,1.443
1080,-1372.448,-11.371,-2.906
1081,522.179,-7.308,4.969
1082,217.966,5.853,7.019
1083,-5.086,0.368,-1.118
1084,33.403,3.632,2.895
1085,907.222,-10.0,0.0
1086,-966.403,-9.995,-0.046
1087,575.097,-6.82,4.138
1088,0.0,0.032,0.074
1089,-65.635,1.748,-7.359
1090,856.981,9.691,2.235
1091,28.173,-0.877,4.372
1092,-108.636,-8.889,-0.613
1093,503.106,-9.949,0.177
1094,668.688,8.837,3.906
1095,-1.088,0.041,-0.187
1096,69.921,10.853,0.317
1097,200.599,-2.757,4.755
1098,-398.028,-7.591,-4.578
1099,19.526,-0.91,3.343
1100,0.0,0.0,0.0
1101,-133.097,5.444,-3.361
1102,259.766,6.34,5.395
1103,449.587,-4.859,5.119
1104,-400.79,-8.938,-10.443
1105,0.0,-0.0,0.0
1106,968.135,9.968,0.251
1107,-423.836,9.58,-0.485
1108,139.819,9.451,0.955
1109,85.605,-5.039,4.398
1110,-49.3,-3.717,-4.98
1111,63.983,-6.678,2.543
1112,0.0,0.0,0.0
1113,-47.674,2.069,-9.256
1114,1254.614,10.0,0.0
1115,460.011,-9.848,0.08
1116,-830.678,-10.0,-0.0
1117,32.619,-1.241,4.432
1118,8.782,0.878,1.503
1119,-587.054,6.17,-4.67
1120,6.046,0.814,0.779
1121,6.694,-0.277,1.648
1122,-951.987,-9.897,-0.677
1123,352.443,-7.01,2.011
1124,725.789,9.213,2.957
1125,-64.785,4.585,-1.87
1126,6.976,1.46,1.449
1127,16.351,-0.683,1.569
1128,-36.938,-2.951,-2.963
1129,92.66,-1.852,6.04
1130,2.287,0.533,0.999
1131,-801.921,10.0,-0.0
1132,939.462,9.685,1.606
1133,646.565,-9.921,0.077
1134,-403.525,-7.796,-5.087
1135,209.919,-4.58,6.043
1136,19.437,2.047,1.596
1137,-321.979,4.268,-7.014
1138,28.518,4.622,2.955
1139,0.0,-0.0,0.0
1140,-171.503,-9.932,-0.124
1141,66.37,-1.288,4.038
1142,231.06,8.06,3.773
1143,-878.336,10.0,-0.0
1144,558.869,10.088,5.624
1145,211.197,-2.134,7.882
1146,-15.571,-1.703,-1.195
1147,0.497,-0.012,0.102
1148,199.651,5.109,9.421
1149,-12.638,1.853,-1.68
1150,766.481,9.925,0.567
1151,0.437,-0.021,0.087
1152,-24.584,-2.267,-2.412
1153,451.174,-10.0,0.0
1154,0.0,0.0,0.0
1155,-0.0,0.0,-0.0
1156,0.0,0.0,0.0
1157,16.45,-0.845,2.137
1158,-398.237,-6.598,-9.861
1159,222.654,-3.708,4.95
1160,1461.148,11.609,1.84
1161,-25.147,1.189,-2.75
1162,83.884,5.405,5.935
1163,1120.441,-10.0,0.0
1164,-435.199,-10.0,-0.0
1165,78.57,-3.493,2.133
1166,1045.767,9.599,2.764
1167,-728.541,10.0,-0.0
1168,859.83,11.238,4.477
1169,0.0,0.0,0.0
1170,-1142.513,-9.906,-0.682
1171,212.19,-7.519,4.879
1172,12.52,1.977,0.845
1173,-76.576,2.387,-3.704
1174,0.0,0.0,0.0
1175,181.117,-4.158,5.969
1176,-1333.193,-12.087,-7.739
1177,270.662,-8.862,1.474
1178,0.452,0.103,0.11
1179,-14.957,0.313,-1.883
1180,423.935,7.059,7.247
1181,227.518,-5.444,5.175
1182,-1.857,-0.385,-0.722
1183,282.663,-4.459,7.881
1184,160.429,10.574,0.389
1185,-0.022,0.002,-0.014
1186,739.619,8.181,7.799
1187,83.861,-1.843,3.955
1188,-419.483,-8.894,-2.929
1189,209.155,-9.269,0.344
1190,850.775,9.886,0.933
1191,-0.0,0.0,-0.0
1192,1293.944,11.875,5.276
1193,1.263,-0.269,0.356
1194,-544.64,-9.115,-3.581
1195,25.001,-0.499,2.095
1196,250.136,9.747,0.336
1197,-4.608,0.426,-1.075
1198,0.194,0.05,0.16
1199,389.332,-3.421,6.567
1200,-2.15,-0.92,-0.649
1201,237.763,-7.609,5.14
1202,208.699,6.12,5.829
1203,-289.167,5.335,-3.419
1204,47.015,2.887,2.288
1205,5.305,-0.109,0.693
1206,-180.169,-4.984,-7.684
1207,729.368,-7.172,2.38
1208,713.33,10.971,-0.044
1209,-471.544,6.108,-2.674
1210,0.0,0.0,0.0
1211,856.034,-10.0,0.0
1212,-0.282,-0.058,-0.154
1213,305.054,-6.973,2.092
1214,308.173,6.577,6.923
1215,-516.41,9.921,-0.07
1216,522.834,9.852,5.457
1217,76.298,-1.475,4.378
1218,-0.0,-0.0,-0.0
1219,228.671,-7.468,1.709
1220,214.278,6.068,5.476
1221,-131.417,6.319,-1.492
1222,779.686,9.821,1.038
1223,265.4,-9.983,0.026
1224,-0.0,-0.0,-0.0
1225,75.173,-1.97,3.292
1226,0.061,0.019,0.06
1227,-0.02,0.001,-0.012
1228,547.56,10.0,0.0
1229,2.127,-0.121,0.718
1230,-1222.631,-9.931,-0.602
1231,0.003,-0.0,0.001
1232,413.937,8.325,11.839
1233,-39.647,2.855,-3.474
1234,805.82,9.932,0.317
1235,481.439,-9.992,0.015
1236,-700.465,-9.744,-1.128
1237,23.967,-2.369,2.298
1238,6.023,0.762,0.891
1239,-7.854,0.578,-0.807
1240,0.0,0.0,0.0
1241,517.465,-4.636,5.768
1242,-404.842,-8.716,-3.545
1243,45.678,-1.009,2.37
1244,403.002,9.747,0.941
1245,-9.265,0.396,-0.966
1246,86.247,9.698,0.104
1247,10.72,1.359,1.194
1248,-0.397,0.025,-0.181
1249,351.291,7.224,6.599
1250,128.983,-6.496,5.437
1251,-514.27,-9.668,-1.496
1252,240.413,-9.777,0.394
1253,744.725,8.695,5.582
1254,-124.293,1.671,-3.938
1255,636.16,7.638,8.642
1256,460.461,-7.789,1.768
1257,-173.901,-6.383,-5.224
1258,217.381,-3.763,8.309
1259,470.238,9.837,0.755
1260,-50.394,2.101,-2.404
1261,632.808,9.95,0.272
1262,0.0,0.0,0.0
1263,-469.644,-9.69,-2.006
1264,26.296,-1.458,1.981
1265,49.65,4.776,1.768
1266,-172.361,5.339,-2.495
1267,340.6,6.424,9.81
1268,348.675,-7.3,5.562
1269,-1149.115,-9.907,-0.578
1270,61.269,-1.094,2.916
1271,140.242,6.822,3.619
1272,-531.406,8.779,-1.667
1273,0.152,0.037,0.084
1274,41.41,-1.168,5.864
1275,-1222.447,-9.962,-0.313
1276,0.517,-0.029,0.11
1277,297.734,6.809,5.332
1278,-2.468,0.077,-0.361
1279,68.92,3.433,5.036
1280,34.312,-3.675,3.608
1281,-466.584,-10.0,-0.002
1282,26.542,-1.628,6.221
1283,24.183,2.08,2.104
1284,-66.29,1.112,-5.44
1285,384.945,6.829,8.454
1286,152.384,-3.051,7.754
1287,-22.391,-2.576,-1.672
1288,306.852,-6.297,7.78
1289,99.774,6.17,2.359
1290,-253.96,2.944,-9.004
1291,970.422,10.0,0.0
1292,0.011,-0.003,0.011
1293,-264.073,-7.839,-4.224
1294,7.52,-0.363,0.891
1295,0.0,0.0,0.0
1296,-261.193,5.575,-4.283
1297,356.446,8.812,1.987
1298,388.168,-4.584,7.39
1299,-17.669,-1.846,-1.308
1300,0.0,-0.0,0.0
1301,14.923,1.787,1.339
1302,-666.592,9.984,-0.016
1303,1.66,0.334,0.576
1304,63.982,-0.693,3.76
1305,-344.692,-7.427,-6.686
1306,179.591,-6.189,3.492
1307,920.568,9.674,2.176
1308,-141.494,4.636,-2.231
1309,0.0,0.0,0.0
1310,337.954,-4.754,4.363
1311,-276.816,-9.961,-0.122
1312,491.805,-11.15,-0.278
1313,109.677,3.947,4.668
1314,-0.107,0.004,-0.03
1315,167.212,5.147,5.572
1316,165.042,-7.905,0.922
1317,-0.459,-0.101,-0.208
1318,5.306,-0.316,0.785
1319,639.661,9.999,0.007
1320,-74.788,2.047,-3.595
1321,0.0,0.0,0.0
1322,0.09,-0.019,0.086
1323,-313.897,-7.736,-4.015
1324,59.481,-1.268,4.886
1325,260.642,9.894,0.075
1326,-103.173,8.303,-1.231
1327,445.532,8.187,4.618
1328,555.348,-7.524,4.432
1329,-324.571,-6.289,-9.726
1330,931.251,-10.0,0.0
1331,440.87,7.785,6.009
1332,-560.686,5.478,-5.201
1333,387.641,8.545,3.073
1334,0.001,-0.0,0.001
1335,-242.894,-7.992,-2.646
1336,892.027,-10.839,0.443
1337,206.211,9.726,0.531
1338,-455.138,9.998,-0.003
1339,0.604,0.309,0.346
1340,794.48,-8.5,1.024
1341,-335.363,-7.836,-7.594
1342,76.788,-2.705,5.366
1343,608.408,8.002,6.48
1344,-579.268,7.942,-3.191
1345,4.426,0.661,0.625
1346,85.279,-2.887,4.939
1347,-462.177,-7.777,-4.65
1348,386.915,-4.78,4.534
1349,297.518,7.185,9.321
1350,-0.0,0.0,-0.0
1351,149.651,6.366,6.278
1352,423.383,-8.829,3.289
1353,-59.21,-5.37,-4.197
1354,207.993,-1.93,7.075
1355,809.509,9.662,1.887
1356,-37.499,0.579,-2.79
1357,1182.923,9.939,0.414
1358,591.683,-10.0,0.0
1359,-61.683,-3.787,-3.531
1360,13.45,-1.133,2.455
1361,10.812,1.231,1.23
1362,-591.542,8.48,-1.463
1363,353.235,9.994,0.023
1364,169.433,-2.112,8.871
1365,-548.632,-9.619,-1.506
1366,0.0,-0.0,0.0
1367,937.837,8.975,5.885
1368,-55.003,5.342,-3.725
1369,0.624,0.157,0.396
1370,464.189,-4.937,5.128
1371,-19.065,-2.186,-1.436
1372,793.578,-10.0,0.0
1373,758.321,9.895,0.668
1374,-143.185,2.624,-4.746
1375,12.53,0.983,1.156
1376,22.548,-2.368,2.746
1377,-0.014,-0.005,-0.004
1378,17.869,-1.089,2.51
1379,746.164,8.482,6.11
1380,-225.683,2.068,-8.072
1381,354.0,8.439,4.711
1382,174.587,-3.153,5.745
1383,-49.313,-3.711,-2.728
1384,587.669,-11.09,-0.268
1385,0.0,0.0,0.0
1386,-785.894,9.958,-0.056
1387,208.021,7.431,3.288
1388,379.445,-6.669,5.114
1389,-756.796,-10.0,-0.0
1390,274.008,-4.069,7.993
1391,706.797,8.701,4.678
1392,-147.948,3.392,-3.686
1393,357.5,7.93,5.048
1394,395.979,-6.05,3.557
1395,-697.492,-10.0,-0.0
1396,118.354,-3.619,4.691
1397,93.287,7.086,1.699
1398,-651.221,9.892,-0.096
1399,606.485,9.671,1.515
1400,179.679,-1.652,7.597
1401,-753.383,-9.159,-3.427
1402,67.985,-1.439,3.612
1403,840.007,9.819,1.043
1404,-187.177,5.6,-2.354
1405,0.009,0.003,0.011
1406,441.996,-5.387,4.45
1407,-745.386,-10.0,-0.002
1408,0.077,-0.004,0.064
1409,479.522,9.447,1.337
1410,-626.703,10.0,-0.0
1411,535.656,10.0,0.0
1412,175.456,-4.841,2.561
1413,-657.503,-9.97,-0.134
1414,7.418,-0.31,1.768
1415,1174.796,10.0,0.0
1416,-94.685,8.588,-1.492
1417,446.11,8.832,4.025
1418,4.322,-1.286,0.874
1419,-689.39,-10.0,-0.0
1420,10.018,-0.363,1.457
1421,759.145,9.39,3.088
1422,-24.529,1.157,-3.63
1423,802.122,9.994,0.044
1424,190.845,-9.34,1.308
1425,-84.959,-5.666,-2.572
1426,229.525,-4.366,6.927
1427,158.193,7.807,3.832
1428,-135.329,4.596,-4.378
1429,230.392,9.94,0.168
1430,332.88,-6.374,5.275
1431,-0.0,-0.0,-0.0
1432,0.0,0.0,0.0
1433,0.0,0.0,0.0
1434,-0.048,0.003,-0.031
1435,44.825,2.465,2.567
1436,7.218,-0.162,0.87
1437,-112.904,-4.348,-5.479
1438,119.358,-5.065,2.434
1439,365.755,9.924,0.154
1440,-0.0,-0.0,-0.0
1441,154.728,7.923,3.468
1442,88.563,-2.402,8.303
1443,-0.002,-0.001,-0.001
1444,103.55,-2.901,6.91
1445,561.181,9.694,1.04
1446,-142.925,2.386,-5.241
1447,141.318,5.224,5.297
1448,194.195,-6.437,3.731
1449,-133.409,-4.998,-5.714
1450,1022.598,-8.718,1.264
1451,411.983,10.0,0.0
1452,-929.847,10.0,-0.0
1453,792.825,9.999,0.005
1454,559.739,-6.586,2.546
1455,-121.402,-4.68,-4.967
1456,93.11,-1.911,5.724
1457,0.065,0.047,0.034
1458,-127.518,2.614,-6.545
1459,0.0,0.0,0.0
1460,658.334,-6.379,4.118
1461,-641.331,-7.552,-9.75
1462,20.68,-0.449,2.635
1463,8.817,1.134,0.959
1464,-5.098,0.074,-0.669
1465,48.735,3.214,3.223
1466,155.822,-3.295,8.392
1467,-93.937,-8.46,-0.706
1468,932.615,-10.0,0.0
1469,342.309,10.0,0.0
1470,-0.011,0.001,-0.004
1471,132.9,5.216,4.464
1472,0.002,-0.005,0.002
1473,-457.245,-7.393,-8.837
1474,171.497,-2.646,4.401
1475,800.6,9.997,0.01
1476,-226.312,9.955,-0.057
1477,1278.122,10.0,0.003
1478,12.519,-0.319,1.357
1479,-483.999,-10.0,-0.0
1480,67.097,-1.903,1.948
1481,192.402,6.533,3.652
1482,-0.0,0.0,-0.0
1483,304.992,6.899,6.902
1484,23.305,-2.536,4.186
1485,-316.055,-8.954,-1.48
1486,12.151,-0.357,1.454
1487,0.0,0.0,0.0
1488,-0.003,0.002,-0.023
1489,573.865,9.117,2.782
1490,622.167,-10.0,0.0
1491,-292.095,-8.026,-4.907
1492,0.01,-0.003,0.003
1493,314.105,8.79,2.324
1494,-8.294,0.268,-0.935
1495,417.21,8.407,4.129
1496,0.223,-0.004,0.034
1497,-460.883,-7.386,-8.167
1498,457.503,-9.884,0.38
1499,270.124,6.518,5.265
1500,-782.194,10.0,-0.0
1501,0.0,0.0,0.0
1502,100.951,-3.98,4.355
1503,-213.82,-5.577,-6.452
1504,164.965,-3.937,4.238
1505,915.141,9.984,0.111
1506,-759.449,10.0,-0.0
1507,1024.911,9.308,4.397
1508,893.976,-9.984,0.041
1509,-732.211,-8.603,-6.034
1510,1087.443,-9.963,0.037
1511,338.974,7.899,4.385
1512,-88.431,3.174,-1.776
1513,783.457,9.984,0.114
1514,162.381,-6.727,3.408
1515,-184.449,-8.676,-1.41
1516,8.84,-0.255,0.795
1517,368.099,7.684,8.648
1518,-0.175,0.011,-0.051
1519,12.291,1.49,1.317
1520,139.263,-7.504,4.052
1521,-60.028,-4.178,-5.364
1522,0.762,-0.416,0.324
1523,345.521,6.713,7.632
1524,-39.927,1.112,-3.733
1525,452.324,9.984,0.078
1526,497.962,-8.232,3.065
1527,-173.736,-5.145,-5.513
1528,415.621,-4.266,8.268
1529,491.557,7.236,7.794
1530,-182.06,3.839,-7.188
1531,0.0,0.0,0.0
1532,618.437,-10.0,0.0
1533,-458.528,-7.558,-6.175
1534,247.439,-9.961,0.068
1535,613.89,9.554,2.423
1536,-989.121,11.271,0.854
1537,320.738,9.485,1.132
1538,47.502,-0.576,3.291
1539,-256.477,-6.448,-5.009
1540,13.702,-0.402,1.549
1541,0.037,0.016,0.012
1542,-63.944,2.073,-3.112
1543,1.14,0.208,0.224
1544,246.626,-10.973,-0.068
1545,-14.02,-1.523,-1.543
1546,83.799,-2.36,5.493
1547,48.663,4.049,2.491
1548,-0.0,0.0,-0.0
1549,0.086,0.022,0.078
1550,6.831,-0.538,0.73
1551,-7.013,-1.076,-0.683
1552,0.0,-0.0,0.129
1553,569.804,8.814,3.946
1554,-44.787,2.474,-6.013
1555,57.371,8.93,0.898
1556,1.667,-0.075,0.454
1557,-819.248,-9.974,-0.083
1558,10.234,-0.413,1.476
1559,806.272,9.981,0.124
1560,-0.0,-0.0,-0.0
1561,805.83,9.438,3.373
1562,0.024,-0.002,0.015
1563,-114.19,-7.8,-1.622
1564,57.527,-1.303,4.665
1565,934.251,9.318,3.59
1566,-355.143,9.996,-0.008
1567,0.526,0.111,0.127
1568,0.0,0.0,0.0
1569,-700.703,-7.973,-8.629
1570,46.885,-1.933,2.403
1571,243.882,5.775,8.964
1572,-27.406,0.372,-2.194
1573,550.96,7.536,8.139
1574,5.258,-0.319,0.602
1575,-0.001,-0.001,-0.001
1576,144.597,-2.627,4.068
1577,0.0,0.0,0.0
1578,-258.362,6.098,-6.844
1579,27.326,3.001,3.83
1580,268.808,-6.848,5.47
1581,-378.023,-7.697,-4.805
1582,0.0,-0.0,0.0
1583,0.0,0.0,0.001
1584,-0.0,-0.0,-0.0
1585,258.183,5.926,6.876
1586,0.033,-0.004,0.023
1587,-275.027,-9.516,-1.328
1588,48.506,-1.749,4.09
1589,18.934,1.765,3.021
1590,-70.83,1.109,-4.009
1591,304.788,6.737,10.986
1592,393.399,-6.477,5.628
1593,-987.16,-9.955,-0.212
1594,431.244,-10.0,0.0
1595,70.197,6.834,2.854
1596,-0.394,0.016,-0.093
1597,1093.506,9.997,0.024
1598,44.461,-0.999,3.056
1599,-569.646,-9.845,-0.489
1600,253.985,-4.187,6.5
1601,372.812,8.023,4.485
1602,-754.907,10.0,-0.0
1603,515.294,7.701,5.759
1604,0.011,-0.001,0.003
1605,-94.47,-4.634,-6.886
1606,277.88,-3.32,7.018
1607,41.009,2.25,2.462
1608,-68.14,1.32,-3.086
1609,520.802,7.364,7.984
1610,137.257,-1.746,8.172
1611,-164.436,-5.653,-6.456
1612,352.088,-9.328,1.014
1613,219.304,5.931,6.636
1614,-29.4,0.453,-2.284
1615,92.73,4.505,3.696
1616,295.229,-5.578,8.558
1617,-15.575,-1.466,-1.983
1618,913.769,-10.0,0.0
1619,57.847,2.817,4.023
1620,-21.467,0.26,-1.934
1621,20.149,2.716,1.132
1622,7.775,-0.196,1.302
1623,-511.27,-9.877,-0.471
1624,1122.899,-11.517,-0.916
1625,0.612,0.128,0.133
1626,-104.797,2.212,-6.145
1627,1149.2,10.0,0.0
1628,25.965,-0.945,2.058
1629,-549.747,-7.068,-9.393
1630,39.675,-0.709,2.744
1631,141.416,5.991,6.834
1632,-254.229,11.081,0.269
1633,149.578,5.048,5.703
1634,233.475,-3.035,7.381
1635,-966.689,-9.819,-1.25
1636,764.935,-9.996,0.01
1637,704.539,10.0,0.0
1638,-301.273,9.557,-0.592
1639,1.499,0.377,0.25
1640,102.544,-2.676,3.743
1641,-472.157,-8.826,-3.835
1642,77.714,-1.017,4.803
1643,419.302,9.276,2.372
1644,-464.166,10.0,-0.0
1645,454.611,10.0,0.0
1646,0.018,-0.001,0.013
1647,-685.353,-10.0,-0.0
1648,424.364,-11.365,-0.651
1649,214.557,5.501,9.809
1650,-25.142,0.606,-2.286
1651,672.912,8.452,5.785
1652,48.291,-1.687,4.138
1653,-0.005,-0.003,-0.004
1654,0.021,-0.001,0.007
1655,103.31,4.103,3.896
1656,-775.921,11.482,1.203
1657,497.339,9.198,2.59
1658,680.437,-10.0,0.0
1659,-86.823,-5.587,-4.386
1660,2.341,-0.085,0.661
1661,1039.476,10.0,0.0
1662,-515.04,7.289,-3.273
1663,486.039,9.388,1.806
1664,44.178,-1.006,3.3
1665,-513.205,-9.232,-3.21
1666,202.497,-9.973,0.032
1667,265.743,9.324,0.857
1668,-864.673,9.944,-0.064
1669,859.611,10.0,0.0
1670,79.408,-3.887,3.301
1671,-0.035,-0.01,-0.038
1672,67.216,-2.167,6.168
1673,509.538,8.147,6.781
1674,-2.216,0.217,-0.722
1675,801.909,9.997,0.02
1676,152.456,-6.836,1.293
1677,-559.124,-9.148,-2.555
1678,739.242,-9.6,0.338
1679,115.097,6.397,2.726
1680,-180.342,2.212,-5.141
1681,107.716,3.95,4.739
1682,0.0,-0.0,0.0
1683,-68.915,-3.765,-3.429
1684,334.701,-9.094,0.627
1685,0.824,0.209,0.36
1686,-143.844,1.216,-6.136
1687,1.443,0.547,0.474
1688,3.059,-0.229,0.402
1689,-473.781,-7.543,-7.781
1690,9.575,-0.462,0.999
1691,194.433,8.194,2.294
1692,-397.755,6.113,-4.445
1693,0.0,0.0,0.0
1694,260.854,-9.889,0.128
1695,-569.309,-8.953,-4.674
1696,2.089,-0.137,0.527
1697,1009.408,9.991,0.057
1698,-111.349,3.501,-1.707
1699,0.0,0.0,0.0
1700,15.257,-0.464,2.357
1701,-217.014,-6.827,-3.634
1702,0.0,-0.0,0.0
1703,135.946,8.299,1.448
1704,-0.542,0.022,-0.155
1705,15.171,1.892,2.457
1706,198.053,-5.483,2.254
1707,-240.667,-9.518,-1.098
1708,115.987,-2.749,5.818
1709,0.139,0.058,0.111
1710,-1.465,0.116,-0.241
1711,983.222,9.323,3.833
1712,2.733,-0.1,0.681
1713,-942.025,-9.999,-0.005
1714,104.688,-4.023,5.006
1715,43.704,4.449,1.66
1716,-432.872,9.695,-0.663
1717,357.704,9.09,2.074
1718,0.333,-0.077,0.151
1719,-289.31,-8.523,-3.859
1720,157.333,-5.288,2.595
1721,323.874,8.852,2.299
1722,-767.087,9.996,-0.008
1723,30.624,1.921,2.468
1724,750.176,-9.028,1.006
1725,-611.655,-7.642,-8.995
1726,78.465,-2.258,6.414
1727,1007.346,10.0,0.0
1728,-19.262,0.919,-1.546
1729,14.858,2.143,2.647
1730,97.843,-1.101,5.543
1731,-380.653,-7.803,-8.422
1732,80.647,-1.786,3.886
1733,441.685,8.71,2.436
1734,-501.996,4.571,-5.666
1735,234.131,6.25,9.21
1736,195.319,-3.901,6.974
1737,-263.639,-9.955,-0.059
1738,5.066,-0.213,0.717
1739,596.688,9.437,3.023
1740,-341.132,9.851,-0.264
1741,244.711,9.14,1.422
1742,0.313,-0.021,0.097
1743,-22.08,-2.731,-2.793
1744,0.0,0.0,0.0
1745,0.0,0.0,0.0
1746,-0.033,0.003,-0.017
1747,932.534,9.999,0.009
1748,0.0,-0.0,0.0
1749,-379.201,-7.988,-6.37
1750,10.115,-0.545,0.964
1751,927.931,9.749,1.211
1752,-92.908,7.724,-2.79
1753,115.921,9.988,0.016
1754,0.0,-0.0,0.0
1755,-24.98,-3.118,-2.495
1756,316.193,-5.641,6.926
1757,875.455,9.075,5.064
1758,-286.037,8.135,-0.955
1759,910.822,10.0,0.0
1760,1.392,-0.103,0.505
1761,-311.428,-8.564,-3.188
1762,135.016,-4.088,7.124
1763,154.608,6.412,2.628
1764,-193.3,8.148,-1.961
1765,446.408,9.069,2.513
1766,46.955,-1.105,2.276
1767,-758.769,-9.92,-0.424
1768,967.393,-11.039,0.394
1769,0.0,0.0,0.0
1770,-76.093,2.931,-2.746
1771,38.674,3.533,2.207
1772,5.052,-0.342,0.952
1773,-767.294,-8.559,-7.188
1774,795.234,-8.888,1.361
1775,146.409,4.775,4.935
1776,-0.0,-0.0,-0.0
1777,781.786,9.327,3.413
1778,50.5,-1.971,2.429
1779,-870.341,-8.872,-5.886
1780,60.699,-4.351,1.657
1781,59.928,5.304,1.906
1782,-8.444,0.647,-3.143
1783,178.56,5.176,6.978
