trade_id,pv,delta,vega
2646,-168.94,9.984,-0.014
2647,0.0,0.0,0.0
2648,1089.483,-11.063,0.088
2649,-308.058,-7.068,-6.403
2650,12.628,-2.918,1.824
2651,891.539,9.998,0.012
2652,-1105.767,10.0,-0.0
2653,60.812,5.635,4.642
2654,67.364,-2.653,3.988
2655,-8.524,-2.197,-1.798
2656,76.399,-5.027,5.65
2657,0.0,0.0,0.0
2658,-328.531,4.954,-6.115
2659,652.364,9.084,4.915
2660,150.782,-3.832,6.24
2661,-1261.493,-9.97,-0.273
2662,169.513,-7.973,3.171
2663,20.519,2.158,1.817
2664,-770.847,11.287,0.2
2665,511.923,8.794,4.009
2666,3.513,-0.331,1.005
2667,-326.42,-7.243,-6.825
2668,887.457,-10.0,0.0
2669,578.415,10.0,0.0
2670,-551.392,9.998,-0.003
2671,0.0,0.0,0.0
2672,127.578,-2.698,6.141
2673,-274.312,-6.574,-7.173
2674,273.172,-3.018,9.332
2675,580.582,8.558,5.199
2676,-12.458,0.717,-1.55
2677,285.73,6.954,4.945
2678,0.373,-0.014,0.149
2679,-0.0,-0.0,-0.0
2680,931.988,-11.431,-0.197
2681,18.389,2.125,1.352
2682,-0.888,0.064,-0.223
2683,12.048,1.285,1.693
2684,1.212,-0.051,0.389
2685,-230.936,-6.538,-6.26
2686,282.526,-6.731,1.958
2687,55.069,7.314,2.048
2688,-0.0,-0.0,-0.0
2689,159.896,4.545,6.642
2690,496.472,-3.884,6.966
2691,-185.535,-7.274,-2.978
2692,1.563,-0.098,0.318
2693,0.263,0.068,0.191
2694,-541.962,7.741,-1.876
2695,878.021,9.545,2.892
2696,149.578,-1.955,4.405
2697,-135.668,-8.916,-1.499
2698,174.472,-4.924,3.434
2699,251.707,7.292,3.483
2700,-547.957,7.825,-2.348
2701,184.822,6.913,9.733
2702,425.916,-10.0,0.0
2703,-1.235,-0.372,-0.377
2704,105.074,-3.4,2.854
2705,37.258,8.482,0.723
2706,-303.833,10.0,-0.0
2707,387.497,8.469,5.406
2708,0.0,-0.0,0.0
2709,-33.979,-3.541,-1.234
2710,0.0,0.0,0.0
2711,340.716,8.666,3.676
2712,-336.454,7.886,-4.215
2713,39.587,2.598,3.183
2714,280.359,-9.995,0.007
2715,-537.616,-7.702,-8.789
2716,12.472,-0.415,2.769
2717,0.035,0.013,0.012
2718,-753.609,8.541,-1.412
2719,4.69,0.966,0.557
2720,538.287,-5.165,6.166
2721,-0.937,-0.221,-0.545
2722,2.636,-0.111,0.714
2723,750.631,9.862,0.395
2724,-0.022,0.002,-0.014
2725,3.702,0.886,0.868
2726,0.0,-0.0,0.0
2727,-7.835,-0.917,-0.97
2728,22.193,-0.519,2.817
2729,0.985,0.21,0.202
2730,-62.516,4.618,-4.657
2731,24.71,2.097,1.829
2732,0.781,-0.096,0.223
2733,-312.873,-8.632,-2.715
2734,35.225,-2.992,4.832
2735,0.0,0.0,0.0
2736,-2.679,0.137,-0.993
2737,66.945,4.893,4.153
2738,12.188,-0.455,1.74
2739,-999.91,-9.992,-0.055
2740,834.522,-10.0,0.0
2741,509.093,9.973,0.155
2742,-367.855,5.069,-9.333
2743,472.257,8.33,7.934
2744,152.015,-10.46,0.477
2745,-679.439,-9.936,-0.223
2746,19.328,-1.132,1.656
2747,127.413,7.719,1.67
2748,-423.667,10.0,-0.0
2749,0.0,0.0,0.0
2750,24.358,-0.658,1.96
2751,-319.604,-7.928,-4.209
2752,433.398,-7.731,1.721
2753,15.735,1.82,1.413
2754,-376.979,9.633,-0.76
2755,347.488,7.485,6.134
2756,38.77,-1.097,2.661
2757,-11.541,-1.563,-1.163
2758,2.842,-0.056,0.451
2759,790.406,10.0,0.0
2760,-1157.101,11.051,0.019
2761,5.045,1.666,0.823
2762,346.782,-8.213,1.297
2763,-1044.087,-9.821,-1.083
2764,0.004,-0.0,0.002
2765,862.82,10.0,0.0
2766,-312.88,3.701,-5.529
2767,482.922,7.618,7.668
2768,0.0,0.0,0.0
2769,-426.285,-7.82,-5.609
2770,9.728,-0.25,1.203
2771,17.026,1.429,1.666
2772,-16.577,1.109,-2.01
2773,10.578,1.203,1.219
2774,77.262,-3.079,2.702
2775,-1221.903,-10.0,-0.0
2776,223.584,-10.988,-0.039
2777,400.918,9.857,0.231
2778,-63.126,1.569,-3.877
2779,109.662,6.888,1.979
2780,11.525,-0.802,2.141
2781,-663.588,-9.012,-3.227
2782,86.055,-2.194,7.004
2783,9.507,1.102,1.138
2784,-25.622,0.434,-2.133
2785,0.018,0.006,0.013
2786,260.316,-9.439,0.855
2787,-648.917,-9.998,-0.007
2788,287.676,-9.371,1.034
2789,1137.94,9.855,0.964
2790,-18.017,0.623,-1.837
2791,145.477,5.678,3.179
2792,116.234,-1.244,6.396
2793,-60.492,-5.281,-1.962
2794,8.622,-0.143,0.956
2795,610.254,9.652,1.628
2796,-905.759,8.651,-1.525
2797,572.002,8.659,5.034
2798,13.861,-0.425,1.346
2799,-5.774,-0.819,-0.673
2800,310.879,-6.993,5.554
2801,0.0,0.0,0.0
2802,-52.611,0.992,-3.319
2803,12.906,1.395,1.399
2804,26.997,-0.801,3.254
2805,-124.494,-4.547,-4.558
2806,8.877,-1.898,1.091
2807,167.847,6.784,3.302
2808,-106.782,2.492,-4.15
2809,603.9,8.177,6.124
2810,0.001,-0.0,0.001
2811,-651.453,-9.321,-2.492
2812,0.789,-0.028,0.16
2813,1164.597,9.979,0.142
2814,-254.783,4.199,-8.463
2815,13.915,1.645,1.322
2816,687.727,-11.115,-0.318
2817,-930.468,-9.829,-1.177
2818,634.198,-10.0,0.0
2819,659.164,9.595,1.946
2820,-98.647,3.061,-2.804
2821,619.95,9.383,2.8
2822,0.305,-0.026,0.103
2823,-685.275,-9.787,-1.079
2824,142.872,-2.712,5.677
2825,979.913,9.891,0.927
2826,-0.453,0.109,-0.212
2827,313.236,9.023,2.408
2828,11.896,-0.252,1.79
2829,-741.64,-8.712,-5.744
2830,692.817,-9.957,0.095
2831,39.18,2.143,2.335
2832,-41.672,1.074,-4.798
2833,481.437,9.998,0.008
2834,184.363,-4.065,5.553
2835,-83.219,-6.377,-5.222
2836,35.367,-0.532,2.695
2837,82.923,8.3,2.079
2838,-84.518,2.208,-5.221
2839,377.401,9.55,1.606
2840,0.0,0.0,0.0
2841,-163.529,-4.908,-5.575
2842,137.459,-4.032,5.059
2843,33.057,3.041,2.332
2844,-107.777,1.075,-5.412
2845,0.0,0.0,0.0
2846,2.113,-0.129,0.446
2847,-43.15,-2.276,-2.66
2848,331.029,-7.344,4.662
2849,584.535,10.0,0.0
2850,-0.0,0.0,-0.0
2851,1262.845,10.0,0.0
2852,19.119,-0.466,1.959
2853,-46.775,-3.397,-4.012
2854,8.465,-0.435,1.693
2855,111.555,8.425,2.45
2856,-294.431,2.817,-10.239
2857,503.214,8.076,6.635
2858,131.016,-3.33,9.178
2859,-901.0,-10.0,-0.001
2860,268.69,-7.356,4.457
2861,511.743,10.0,0.0
2862,-0.0,0.0,-0.0
2863,178.584,9.054,2.371
2864,0.173,-0.075,0.096
2865,-12.808,-0.994,-1.178
2866,21.046,-0.892,3.594
2867,280.154,8.139,3.393
2868,-493.647,9.995,-0.009
2869,0.061,0.018,0.057
2870,177.971,-2.897,7.943
2871,-0.0,-0.0,-0.0
2872,177.127,-3.302,5.744
2873,746.997,8.515,6.732
2874,-341.234,3.348,-8.006
2875,60.694,3.973,4.43
2876,297.413,-3.736,8.591
2877,-522.655,-10.0,-0.0
2878,133.557,-4.094,7.459
2879,183.189,9.992,0.016
2880,-224.124,6.47,-2.335
2881,303.59,9.11,1.551
2882,97.154,-1.262,6.229
2883,-0.073,-0.02,-0.044
2884,42.663,-0.777,4.198
2885,685.061,9.913,0.503
2886,-252.736,3.176,-4.967
2887,80.356,6.537,1.647
2888,239.883,-3.192,8.646
2889,-610.152,-10.0,-0.0
2890,428.621,-9.749,0.464
2891,0.002,0.001,0.002
2892,-200.896,3.349,-7.901
2893,0.0,0.0,0.001
2894,611.95,-7.278,3.37
2895,-647.059,-9.057,-3.663
2896,1002.948,-11.042,-0.132
2897,23.656,1.908,2.221
2898,-613.55,10.0,-0.0
2899,686.99,10.0,0.0
2900,205.219,-4.009,3.758
2901,-11.727,-1.116,-1.022
2902,4.306,-0.175,1.273
2903,1185.229,9.849,1.078
2904,-73.688,2.544,-2.637
2905,0.159,0.049,0.106
2906,25.677,-0.604,2.42
2907,-307.828,-7.21,-5.282
2908,277.406,-3.064,9.35
2909,0.009,0.004,0.011
2910,-10.973,0.771,-1.065
2911,2.918,0.466,1.377
2912,19.861,-0.946,3.131
2913,-261.04,-6.958,-4.627
2914,66.892,-4.846,3.789
2915,420.098,9.952,0.248
2916,-67.855,0.976,-4.406
2917,368.689,9.345,2.38
2918,260.524,-4.735,6.964
2919,-2.228,-0.392,-0.708
2920,802.552,-10.267,1.045
2921,0.079,0.025,0.048
2922,-429.546,10.0,-0.0
2923,613.364,9.664,1.068
2924,39.982,-2.138,2.853
2925,-340.713,-9.326,-1.224
2926,1027.096,-10.0,0.0
2927,131.06,5.672,9.067
2928,-0.0,-0.0,-0.0
2929,0.0,0.0,0.0
2930,325.08,-5.228,5.812
2931,-518.651,-9.977,-0.051
2932,0.041,-0.006,0.028
2933,0.0,0.0,0.0
2934,-497.773,9.756,-0.447
2935,296.094,10.0,0.0
2936,0.0,0.0,0.0
2937,-182.59,-7.444,-3.362
2938,6.561,-0.19,0.8
2939,605.307,9.97,0.074
2940,-39.521,4.393,-2.399
2941,90.57,3.648,4.181
2942,301.83,-5.668,6.643
2943,-501.48,-9.484,-1.429
2944,287.819,-2.563,8.465
2945,855.481,9.987,0.063
2946,-0.988,0.074,-0.288
2947,19.021,1.681,1.602
2948,14.26,-0.794,2.578
2949,-758.398,-9.955,-0.29
2950,110.65,-4.266,2.717
2951,969.939,9.667,1.905
2952,-0.0,-0.0,-0.0
2953,0.017,0.005,0.016
2954,554.901,-10.0,0.0
2955,-73.257,-4.209,-3.8
2956,0.0,0.0,0.0
2957,0.0,0.0,0.0
2958,-119.127,6.083,-3.932
2959,460.354,8.487,4.446
2960,26.953,-0.712,1.896
2961,-612.718,-9.611,-1.565
2962,129.221,-2.853,4.614
2963,1246.398,9.982,0.129
2964,-275.618,9.932,-0.106
2965,0.0,0.0,0.0
2966,721.607,-10.0,0.0
2967,-281.134,-7.5,-5.759
2968,46.333,-1.095,2.444
2969,12.582,2.352,2.423
2970,-9.327,4.346,-0.815
2971,0.052,0.018,0.051
2972,934.021,-9.993,0.018
2973,-0.937,-0.238,-0.167
2974,104.083,-3.095,3.643
2975,1.666,0.275,0.332
2976,-254.02,4.77,-7.914
2977,174.666,8.867,1.065
2978,637.15,-10.0,0.0
2979,-351.052,-7.972,-4.229
2980,8.034,-0.346,1.597
2981,0.0,0.0,0.0
2982,-117.794,1.728,-5.164
2983,0.0,0.0,0.0
2984,1109.557,-10.066,1.004
2985,-433.637,-8.713,-3.337
2986,898.794,-10.0,0.0
2987,58.922,5.086,3.812
2988,-5.796,0.271,-1.116
2989,671.456,9.966,0.12
2990,0.001,-0.0,0.001
2991,-186.382,-4.803,-6.808
2992,220.329,-3.406,6.296
2993,134.466,4.771,4.008
2994,-0.0,0.0,-0.0
2995,96.84,4.095,3.359
2996,613.318,-9.723,0.284
2997,-0.085,-0.024,-0.051
2998,747.255,-10.0,0.0
2999,740.159,9.231,3.732
3000,-0.069,0.003,-0.03
3001,0.007,0.004,0.008
3002,396.57,-7.901,3.508
3003,-525.333,-7.918,-5.153
3004,262.088,-3.955,4.378
3005,28.798,1.901,2.293
3006,-0.001,0.0,-0.001
3007,0.0,0.0,0.0
3008,16.017,-0.328,1.943
3009,-1183.415,-10.0,-0.0
3010,97.677,-0.956,5.442
3011,469.645,8.947,2.817
3012,-1.15,0.063,-0.388
3013,172.15,5.623,4.367
3014,155.673,-8.646,0.385
3015,-132.878,-7.738,-1.871
3016,66.705,-1.659,3.608
3017,36.694,2.456,2.584
3018,-918.631,10.0,-0.001
3019,16.827,2.514,2.271
3020,414.436,-10.0,0.0
3021,-0.097,-0.028,-0.083
3022,0.491,-0.03,0.233
3023,0.0,0.0,0.0
3024,-0.0,-0.0,-0.0
3025,599.398,9.915,0.222
3026,821.896,-9.988,0.032
3027,-569.044,-9.55,-1.462
3028,0.0,-0.0,0.0
3029,102.487,6.856,2.37
3030,-578.888,10.0,-0.0
3031,3.076,0.363,0.722
3032,174.946,-3.67,3.765
3033,-711.31,-9.267,-3.653
3034,188.466,-9.973,0.037
3035,7.694,1.321,0.806
3036,-556.282,10.0,-0.0
3037,0.546,0.146,0.093
3038,133.657,-3.481,9.0
3039,-194.698,-6.927,-3.641
3040,0.0,0.0,0.0
3041,0.0,0.0,0.0
3042,-121.67,5.303,-6.768
3043,0.0,0.0,0.0
3044,387.968,-9.994,0.014
3045,-714.591,-9.97,-0.14
3046,115.456,-6.36,1.379
3047,86.548,8.022,0.815
3048,-32.766,0.357,-2.512
3049,845.716,9.9,0.504
3050,66.321,-1.062,4.239
3051,-2.306,-0.505,-0.848
3052,0.0,0.0,0.0
3053,618.489,9.732,1.135
3054,-118.162,3.34,-8.415
3055,547.498,9.344,2.4
3056,851.958,-10.986,-0.048
3057,-650.501,-9.915,-0.308
3058,16.706,-3.844,1.134
3059,442.772,8.533,5.314
3060,-0.658,0.018,-0.166
3061,27.826,3.766,1.035
3062,0.081,-0.011,0.029
3063,-55.426,-3.117,-3.161
3064,1.416,-0.042,0.213
3065,123.389,4.423,5.608
3066,-92.161,9.242,-0.218
3067,867.326,8.923,5.484
3068,153.658,-1.604,6.332
3069,-401.185,-9.48,-1.615
3070,16.108,-0.893,1.778
3071,764.641,9.869,0.807
3072,-6.386,1.194,-1.073
3073,333.715,6.775,6.698
3074,0.067,-0.004,0.021
3075,-399.201,-7.87,-6.067
3076,0.069,-0.005,0.023
3077,46.448,2.711,3.125
3078,-69.875,3.028,-3.678
3079,0.662,0.188,0.262
3080,0.439,-0.08,0.216
3081,-0.0,-0.0,-0.0
3082,0.242,-0.009,0.06
3083,380.653,9.477,1.289
3084,-1.381,0.677,-0.121
3085,60.588,3.423,3.298
3086,790.611,-10.0,0.0
3087,-0.0,-0.0,-0.0
3088,375.985,-8.834,1.469
3089,91.767,3.479,5.46
3090,-242.947,4.15,-4.81
3091,0.035,0.011,0.009
3092,0.576,-0.024,0.171
3093,-616.791,-9.93,-0.222
3094,452.453,-9.53,0.83
3095,0.661,0.166,0.11
3096,-21.124,4.258,-1.901
3097,5.237,1.015,0.613
3098,574.752,-10.0,0.0
3099,-0.148,-0.052,-0.074
3100,270.913,-5.168,6.11
3101,154.526,4.822,8.405
3102,-1042.24,9.657,-0.428
3103,693.459,9.865,0.674
3104,218.875,-2.732,7.037
3105,-1.485,-0.248,-0.304
3106,92.642,-1.842,5.363
3107,0.135,0.069,0.073
3108,-931.575,10.0,-0.0
3109,0.0,0.0,0.0
3110,247.443,-4.376,7.302
3111,-5.515,-0.726,-0.53
3112,738.997,-11.136,-0.349
3113,122.553,6.283,3.345
3114,-129.031,4.068,-2.485
3115,7.073,0.705,2.023
3116,236.177,5.921,9.408
3117,-111.612,3.166,-2.662
3118,0.0,0.0,0.0
3119,138.31,-8.952,0.807
3120,-218.431,-8.303,-3.778
3121,102.099,-2.513,4.49
3122,0.0,0.0,0.0
3123,-100.164,6.044,-2.054
3124,830.12,10.0,0.0
3125,723.288,-10.0,0.0
3126,-135.164,-6.337,-2.421
3127,13.812,-0.389,1.353
3128,0.96,0.115,0.418
3129,-0.825,0.074,-0.142
3130,35.756,3.888,2.063
3131,34.03,-2.668,1.755
3132,-263.649,-7.284,-3.985
3133,227.575,-5.688,3.221
3134,0.0,0.0,0.0
3135,-34.653,0.959,-2.759
3136,1144.374,11.189,3.91
3137,4.931,-0.427,2.158
3138,-75.283,-6.29,-1.757
3139,521.198,-6.15,4.033
3140,107.203,4.301,4.871
3141,-965.873,10.0,-0.0
3142,21.548,1.522,1.93
3143,898.055,-9.996,0.011
3144,-765.508,-10.886,-3.513
3145,292.607,-3.484,7.462
3146,85.778,3.845,4.339
3147,-95.337,3.176,-2.01
3148,593.693,9.705,1.178
3149,146.639,-3.138,6.421
3150,-0.011,-0.004,-0.009
3151,0.006,-0.0,0.005
3152,0.147,0.025,0.072
3153,-624.978,9.971,-0.082
3154,235.229,6.64,3.841
3155,0.0,0.0,0.0
3156,-510.504,-9.632,-1.177
3157,987.657,-8.759,1.459
3158,65.641,5.723,1.897
3159,-29.011,1.236,-4.014
3160,753.432,11.024,0.238
3161,1.577,-0.053,0.266
3162,-258.927,-6.32,-8.138
3163,31.025,-0.92,3.641
3164,72.786,7.217,2.952
3165,-216.241,6.854,-1.75
3166,421.068,9.232,2.235
3167,663.822,-9.272,0.662
3168,-763.443,-11.332,-2.115
3169,587.997,-6.003,4.694
3170,396.132,8.545,3.53
3171,-81.757,3.223,-2.691
3172,0.39,0.122,0.171
3173,102.436,-1.603,4.57
3174,-412.719,-7.065,-8.137
3175,61.783,-1.237,3.45
3176,7.684,0.992,1.049
3177,-402.136,4.584,-7.765
3178,0.009,0.019,0.009
3179,22.241,-0.518,2.425
3180,-6.49,-0.983,-0.731
3181,19.834,-0.839,1.691
3182,92.442,5.399,5.853
3183,-0.0,0.0,-0.0
3184,657.846,8.354,12.108
3185,1140.381,-9.998,0.003
3186,-61.785,-7.796,-2.023
3187,316.541,-9.574,0.962
3188,670.005,9.702,1.172
3189,-184.91,4.607,-3.51
3190,69.575,3.691,2.91
3191,15.553,-0.726,1.98
3192,-36.476,-5.831,-2.126
3193,623.693,-9.997,0.002
3194,587.165,9.704,1.272
3195,-713.086,9.998,-0.005
3196,499.898,7.0,9.188
3197,0.538,-0.057,0.226
3198,-0.0,-0.0,-0.0
3199,824.282,-10.0,0.001
3200,3.864,0.917,0.576
3201,-0.0,0.0,-0.0
3202,1054.604,10.0,0.0
3203,128.849,-1.997,6.659
3204,-431.619,-8.947,-3.848
3205,455.624,-4.536,5.915
3206,441.785,8.766,3.117
3207,-0.0,0.0,-0.0
3208,19.271,1.189,1.919
3209,427.187,-10.0,0.0
3210,-66.074,-7.154,-2.247
3211,0.0,-0.0,0.0
3212,946.302,9.919,0.511
3213,-0.0,0.0,-0.0
3214,140.932,9.045,0.422
3215,639.077,-6.055,4.419
3216,-479.81,-8.853,-7.142
3217,7.165,-0.39,1.181
3218,0.0,0.0,0.0
3219,-12.839,2.544,-0.641
3220,86.911,3.317,5.42
3221,118.539,-2.509,4.401
3222,-536.223,-8.628,-4.363
3223,78.243,-4.7,3.744
3224,0.132,0.057,0.224
3225,-296.386,10.0,-0.0
3226,0.42,0.102,0.077
3227,446.159,-7.475,1.338
3228,-213.84,-5.758,-6.077
3229,15.749,-0.443,1.183
3230,182.517,9.043,1.879
3231,-358.868,2.709,-9.199
3232,501.558,9.175,6.155
3233,25.183,-1.473,3.291
3234,-75.692,-3.968,-4.632
3235,11.234,-0.194,1.289
3236,318.234,7.368,4.63
3237,-0.132,0.006,-0.047
3238,736.154,9.979,0.126
3239,319.811,-9.128,1.58
3240,-0.0,-0.0,-0.0
3241,278.315,-3.057,6.912
3242,41.175,2.99,5.226
3243,-495.309,10.0,-0.0
3244,411.598,8.86,2.75
3245,39.724,-1.38,2.781
3246,-4.427,-0.737,-0.499
3247,126.298,-2.093,4.887
3248,206.064,10.994,0.003
3249,-408.242,4.648,-9.218
3250,0.0,0.0,0.0
3251,129.653,-2.608,4.406
3252,-531.007,-8.995,-3.697
3253,13.869,-0.634,2.049
3254,179.347,8.055,3.065
3255,-242.37,2.859,-6.56
3256,0.0,0.0,0.0
3257,207.239,-8.858,2.223
3258,-0.0,-0.0,-0.0
3259,12.618,-0.32,1.414
3260,1010.823,9.332,4.244
3261,-58.759,1.698,-6.402
3262,7.009,1.656,1.792
3263,0.546,-0.097,0.087
3264,-15.563,-2.213,-2.927
3265,0.309,-0.024,0.156
3266,375.587,6.842,11.242
3267,-402.907,4.531,-7.645
3268,0.0,0.0,0.0
3269,14.95,-0.249,1.641
3270,-174.877,-5.561,-4.603
3271,3.602,-0.126,0.737
3272,371.534,8.313,8.565
3273,-60.452,1.647,-6.006
3274,76.531,7.303,2.734
3275,536.746,-7.814,4.041
3276,-25.094,-2.677,-1.612
3277,419.029,-6.544,5.905
3278,173.459,6.737,6.452
3279,-0.168,0.011,-0.074
3280,918.288,11.403,1.417
3281,1.329,-0.05,0.294
3282,-399.337,-6.631,-7.943
3283,93.581,-2.007,3.357
3284,429.215,8.617,2.998
3285,-251.174,2.973,-9.953
3286,64.117,3.139,3.079
3287,550.974,-4.396,6.212
3288,-372.581,-9.317,-6.449
3289,305.473,-5.446,6.203
3290,230.357,8.578,2.398
3291,-90.222,1.399,-3.496
3292,487.584,8.643,5.141
3293,67.436,-1.514,5.789
3294,-331.36,-7.056,-6.073
3295,967.729,-10.0,0.0
3296,4.312,0.582,1.192
3297,-203.36,1.964,-7.666
3298,168.155,6.39,4.923
3299,182.167,-4.911,4.995
3300,-451.284,-7.27,-8.548
3301,155.975,-2.051,5.634
3302,452.217,9.17,3.194
3303,-34.52,4.742,-2.75
3304,45.415,4.087,3.362
3305,0.172,-0.046,0.076
3306,-0.0,-0.0,-0.0
3307,360.007,-5.686,4.356
3308,109.869,3.801,4.86
3309,-176.836,2.634,-6.436
3310,178.515,5.567,8.515
3311,168.654,-5.381,2.843
3312,-612.015,-11.028,-0.296
3313,0.0,0.0,0.0
3314,910.944,9.987,0.11
3315,-404.968,10.0,-0.0
3316,16.903,3.921,1.567
3317,284.885,-6.087,4.155
3318,-1015.823,-10.0,-0.0
3319,21.075,-0.542,2.489
3320,1.51,0.278,0.352
3321,-252.175,4.456,-4.631
3322,753.951,9.949,0.281
3323,695.725,-9.805,0.441
3324,-119.194,-4.137,-4.875
3325,356.738,-9.597,0.669
3326,403.93,6.675,9.845
3327,-164.564,3.504,-4.549
3328,5.421,0.868,2.027
3329,361.914,-2.422,9.707
3330,-78.557,-4.706,-3.18
3331,385.747,-9.92,0.052
3332,145.445,4.535,8.663
3333,-25.739,2.292,-3.233
3334,494.918,9.356,2.172
3335,524.399,-9.967,0.061
3336,-242.149,-7.463,-7.423
3337,199.101,-5.06,8.353
3338,31.889,2.619,2.017
3339,-121.506,2.182,-8.855
3340,608.58,9.252,2.503
3341,0.0,0.0,0.0
3342,-0.0,-0.0,-0.0
3343,4.344,-0.361,0.633
3344,576.515,10.741,8.032
3345,-1.054,0.115,-0.41
3346,404.412,8.285,4.797
3347,0.079,-0.009,0.049
3348,-104.383,-7.085,-1.538
3349,0.023,-0.003,0.008
3350,248.826,9.81,0.463
3351,-24.337,4.487,-2.298
3352,221.498,7.107,8.997
3353,137.719,-3.452,6.568
3354,-0.0,-0.0,-0.0
3355,67.457,-1.134,5.533
3356,49.809,3.256,3.265
3357,-0.0,0.0,-0.0
3358,699.124,10.0,0.0
3359,1.463,-0.178,0.477
3360,-680.583,-10.931,-0.137
3361,0.167,-0.007,0.041
3362,542.364,9.101,2.989
3363,-0.203,0.029,-0.108
3364,0.0,0.0,0.0
3365,17.71,-0.374,1.818
3366,-0.0,-0.0,-0.0
3367,297.008,-4.166,4.745
3368,0.0,0.0,0.0
3369,-9.993,0.168,-1.225
3370,507.252,7.96,6.709
3371,21.161,-0.261,1.834
3372,-3.907,-0.633,-1.103
3373,311.936,-4.454,5.267
3374,75.47,3.565,3.142
3375,-409.746,7.688,-1.777
3376,130.867,11.033,0.053
3377,796.395,-9.307,0.839
3378,-432.084,-9.983,-0.061
3379,825.818,-8.747,1.359
3380,551.018,9.998,0.004
3381,-1033.726,9.27,-0.813
3382,456.279,8.573,3.427
3383,1.597,-0.085,0.503
3384,-378.369,-9.238,-5.568
3385,0.576,-0.033,0.17
3386,107.866,4.225,4.222
3387,-140.934,3.964,-5.163
3388,282.346,9.06,1.271
3389,3.495,-0.178,1.057
3390,-0.0,-0.0,-0.0
3391,45.177,-1.275,5.213
3392,19.381,2.684,2.693
3393,-0.049,0.006,-0.043
3394,243.463,6.374,5.609
3395,283.67,-5.833,5.533
3396,-32.225,-2.108,-3.393
3397,137.453,-7.378,2.537
3398,199.465,5.23,9.898
3399,-81.543,1.839,-2.952
3400,367.385,8.468,7.611
3401,66.236,-1.007,4.136
3402,-0.0,-0.0,-0.0
3403,83.106,-1.949,3.754
3404,907.085,9.818,1.392
3405,-670.311,8.698,-0.831
3406,114.0,7.356,2.853
3407,0.168,-0.03,0.1
3408,-781.405,-9.847,-5.379
3409,24.831,-1.293,3.624
3410,0.0,0.0,0.0
3411,-95.839,1.828,-3.524
3412,461.186,9.492,1.193
3413,136.522,-4.291,2.338
3414,-506.738,-8.94,-3.759
3415,0.0,-0.0,0.0
3416,21.931,2.208,2.115
3417,-77.052,1.006,-4.609
3418,171.632,6.076,4.515
3419,211.306,-2.14,7.224
3420,-243.31,-5.871,-7.963
3421,470.434,-4.257,5.871
3422,21.412,5.399,1.964
3423,-1.487,0.081,-0.409
3424,79.557,4.459,8.492
3425,117.48,-2.314,4.617
3426,-0.005,-0.002,-0.004
3427,0.0,-0.0,0.0
3428,0.0,0.0,0.0
3429,-18.566,1.973,-1.01
3430,1063.467,10.0,0.0
3431,89.838,-1.579,4.375
3432,-293.349,-7.294,-13.283
3433,52.265,-1.078,3.716
3434,851.726,9.416,2.643
3435,-0.411,0.09,-0.179
3436,0.01,0.003,0.008
3437,446.864,-2.823,10.284
3438,-0.009,-0.003,-0.011
3439,0.001,-0.0,0.001
3440,11.794,1.32,1.093
3441,-124.353,7.729,-1.967
3442,0.117,0.072,0.062
3443,3.88,-0.439,1.332
3444,-336.552,-7.827,-4.196
3445,403.992,-4.779,5.038
3446,688.589,9.772,1.174
3447,-121.116,4.604,-3.836
3448,631.165,10.957,2.845
3449,112.616,-5.856,4.034
3450,-496.959,-9.865,-0.312
3451,114.603,-3.402,5.076
3452,646.291,9.798,1.074
3453,-924.863,10.0,-0.0
3454,350.188,9.954,0.153
3455,1.947,-0.048,0.315
3456,-550.604,-9.147,-15.962
3457,92.447,-7.649,1.615
3458,2.529,0.543,0.488
3459,-2.648,0.198,-0.326
3460,803.483,9.636,1.752
3461,460.316,-9.693,0.727
3462,-145.162,-9.369,-0.357
3463,219.977,-4.767,3.778
3464,202.544,7.242,6.249
3465,-0.0,-0.0,-0.0
3466,1005.524,10.0,0.0
3467,87.222,-1.526,4.929
3468,-3.627,-0.757,-0.432
3469,790.696,-10.0,0.0
3470,157.709,8.214,1.808
3471,-245.176,9.233,-1.192
3472,0.0,0.0,0.0
3473,458.519,-10.0,0.0
3474,-905.26,-10.0,-0.0
3475,0.067,-0.005,0.016
3476,933.055,9.996,0.044
3477,-296.183,9.064,-1.695
3478,450.821,9.436,1.804
3479,64.351,-1.732,3.733
3480,-32.71,-6.44,-2.609
3481,61.1,-0.612,3.73
3482,440.747,10.0,0.0
3483,-8.557,0.153,-0.994
3484,876.053,9.711,1.856
3485,177.191,-2.033,6.508
3486,-783.471,-8.412,-7.558
3487,28.857,-0.792,2.981
3488,368.433,10.608,3.564
3489,-315.414,10.0,-0.0
3490,306.455,7.461,4.851
3491,14.974,-0.513,1.421
3492,-675.803,-10.0,-0.0
3493,27.021,-2.496,2.5
3494,0.0,0.0,0.0
3495,-243.25,7.702,-1.376
3496,2.186,0.997,0.185
3497,72.232,-3.297,9.654
3498,-671.811,-7.914,-8.956
3499,206.495,-3.302,8.075
3500,0.0,0.0,0.0
3501,-379.757,6.804,-2.236
3502,290.309,6.468,4.817
3503,20.723,-0.523,2.468
3504,-1.514,-0.378,-0.277
3505,278.434,-2.461,6.214
3506,1209.237,10.0,0.0
3507,-90.926,8.271,-1.59
3508,406.193,8.643,4.211
